id,ing_name,prot.ing.g.,fat.ing.g.,total_cab.ing.g.,modified_cal.ing.kcal.
5739,台灣鯛魚片(微波),24.871,3.7412,1.3955,139.9448
5740,台灣鯛魚湯(水煮),0.9085,0.1781,0.0368,5.4858
5741,莫三比克口孵非鯽,19.512,3.16,0,111.8194
5742,非洲仔,19.512,3.16,0,111.8194
5743,南洋鯽仔,19.512,3.16,0,111.8194
5744,在來吳郭魚,19.512,3.16,0,111.8194
5745,吳郭魚/鹹水吳郭(澎湖)  ,19.512,3.16,0,111.8194
5746,薔薇項鰭魚(去皮),17.345,2.42,0,95.8916
5747,薔薇連鰭唇魚,17.345,2.42,0,95.8916
5748,扁礫仔,17.345,2.42,0,95.8916
5749,紅姑娘仔,17.345,2.42,0,95.8916
5750,紅新娘,17.345,2.42,0,95.8916
5751,豎停仔,17.345,2.42,0,95.8916
5752,胭脂冷,17.345,2.42,0,95.8916
5753,角龍,17.345,2.42,0,95.8916
5754,平倍良,17.345,2.42,0,95.8916
5755,薔薇楔鯛,17.345,2.42,0,95.8916
5756,薔薇離鰭鯛,17.345,2.42,0,95.8916
5757,薔薇虹彩,17.345,2.42,0,95.8916
5758,薔薇項鰭魚(含皮),17.9,1.8,0,92.669
5759,薔薇連鰭唇魚,17.9,1.8,0,92.669
5760,扁礫仔,17.9,1.8,0,92.669
5761,紅姑娘仔,17.9,1.8,0,92.669
5762,紅新娘,17.9,1.8,0,92.669
5763,豎停仔,17.9,1.8,0,92.669
5764,胭脂冷,17.9,1.8,0,92.669
5765,角龍,17.9,1.8,0,92.669
5766,平倍良,17.9,1.8,0,92.669
5767,薔薇楔鯛,17.9,1.8,0,92.669
5768,薔薇離鰭鯛,17.9,1.8,0,92.669
5769,薔薇虹彩,17.9,1.8,0,92.669
5770,藍豬齒魚,18.5,0.2,0.2,80.799
5771,石老,18.5,0.2,0.2,80.799
5772,四齒仔,18.5,0.2,0.2,80.799
5773,西齒,18.5,0.2,0.2,80.799
5774,簾仔,18.5,0.2,0.2,80.799
5775,寒鯛,18.5,0.2,0.2,80.799
5776,鰱仔(澎湖),18.5,0.2,0.2,80.799
5777,福氏鸚哥魚(去皮),19.631,0.04,0.168,84.1852
5778,紅鸚哥,19.631,0.04,0.168,84.1852
5779,青鸚哥仔,19.631,0.04,0.168,84.1852
5780,青衣,19.631,0.04,0.168,84.1852
5781,青衫(雄),19.631,0.04,0.168,84.1852
5782,蠔魚(雌),19.631,0.04,0.168,84.1852
5783,紅海逮,19.631,0.04,0.168,84.1852
5784,紅咬齒,19.631,0.04,0.168,84.1852
5785,番仔魚(臺東),19.631,0.04,0.168,84.1852
5786,橫紋鸚哥魚(含皮),18.85,0.01,0,80.5797
5787,鸚哥,18.85,0.01,0,80.5797
5788,藍點鸚哥魚,20.147,0.05,0.5898,86.4787
5789,鸚哥,20.147,0.05,0.5898,86.4787
5790,黃衣魚,20.147,0.05,0.5898,86.4787
5791,青衫(雄),20.147,0.05,0.5898,86.4787
5792,紅蠔魚(雌),20.147,0.05,0.5898,86.4787
5793,紅衫,20.147,0.05,0.5898,86.4787
5794,蠔魚(雌)(澎湖) ,20.147,0.05,0.5898,86.4787
5795,金錢魚,19.27,12.61,0,196.0251
5796,變身苦,19.27,12.61,0,196.0251
5797,遍身苦(澎湖),19.27,12.61,0,196.0251
5798,金鼓,19.27,12.61,0,196.0251
5799,褐臭肚魚,19.94,8.76,0.63,164.159
5800,臭肚,19.94,8.76,0.63,164.159
5801,象魚,19.94,8.76,0.63,164.159
5802,樹魚,19.94,8.76,0.63,164.159
5803,羊鍋,19.94,8.76,0.63,164.159
5804,疏網,19.94,8.76,0.63,164.159
5805,茄冬仔,19.94,8.76,0.63,164.159
5806,象耳/臭肚仔/羊矮仔/盧矮仔(澎湖),19.94,8.76,0.63,164.159
5807,杜氏刺尾鯛,19.05,6.2,0.61,137.2675
5808,眼紋倒吊,19.05,6.2,0.61,137.2675
5809,粗皮仔,19.05,6.2,0.61,137.2675
5810,倒吊(臺東),19.05,6.2,0.61,137.2675
5811,後刺尾鯛,20.392,1.6634,0,102.0777
5812,倒吊,20.392,1.6634,0,102.0777
5813,粗皮仔,20.392,1.6634,0,102.0777
5814,番倒吊(澎湖),20.392,1.6634,0,102.0777
5815,半水吊,20.392,1.6634,0,102.0777
5816,鋸尾鯛,18.96,1.35,0.2891,93.1362
5817,黑豬哥,18.96,1.35,0.2891,93.1362
5818,黑將軍,18.96,1.35,0.2891,93.1362
5819,打鐵婆,18.96,1.35,0.2891,93.1362
5820,剝皮仔,18.96,1.35,0.2891,93.1362
5821,老娘(澎湖) ,18.96,1.35,0.2891,93.1362
5822,大眼金梭魚,21.8,7.1,0,157.128
5823,針梭,21.8,7.1,0,157.128
5824,竹梭,21.8,7.1,0,157.128
5825,巴拉庫答,21.8,7.1,0,157.128
5826,鱗網帶鰆切片,17.258,22.0356,0,272.4528
5827,油魚,17.258,22.0356,0,272.4528
5828,細鱗仔,17.258,22.0356,0,272.4528
5829,玉梭魚,17.258,22.0356,0,272.4528
5830,白玉豚,17.258,22.0356,0,272.4528
5831,鱗網帶鰆(含皮),18,20.69,0,263.4838
5832,油魚,18,20.69,0,263.4838
5833,細鱗仔,18,20.69,0,263.4838
5834,玉梭魚,18,20.69,0,263.4838
5835,白玉豚,18,20.69,0,263.4838
5836,白帶魚,19.6,2,0,101.732
5837,白魚,19.6,2,0,101.732
5838,裙帶,19.6,2,0,101.732
5839,肥帶,19.6,2,0,101.732
5840,油帶,19.6,2,0,101.732
5841,天竺帶魚,19.6,2,0,101.732
5842,白帶魚,19.6,2,0,101.732
5843,黃稜油帶(澎湖) ,19.6,2,0,101.732
5844,大目鮪,23.94,0.14,0,103.4866
5845,大目仔,23.94,0.14,0,103.4866
5846,大眼鮪,23.94,0.14,0,103.4866
5847,大目串,23.94,0.14,0,103.4866
5848,短墩,23.94,0.14,0,103.4866
5849,串仔(澎湖),23.94,0.14,0,103.4866
5850,短鮪 ,23.94,0.14,0,103.4866
5851,正鰹,23.1,5.6,0,149.149
5852,煙仔虎,23.1,5.6,0,149.149
5853,煙仔,23.1,5.6,0,149.149
5854,小串,23.1,5.6,0,149.149
5855,柴魚,23.1,5.6,0,149.149
5856,肥煙,23.1,5.6,0,149.149
5857,鯤(臺東),23.1,5.6,0,149.149
5858,煙仔魚,23.1,5.6,0,149.149
5859,卓鮶/大煙(澎湖),23.1,5.6,0,149.149
5860,花腹鯖,23.9,4.6,0,143.545
5861,花飛,23.9,4.6,0,143.545
5862,青輝,23.9,4.6,0,143.545
5863,飛威/青飛/胡麻鯖 ,23.9,4.6,0,143.545
5864,高麗馬加鰆,19.44,3.95,0.26,118.6378
5865,破北,19.44,3.95,0.26,118.6378
5866,闊北,19.44,3.95,0.26,118.6378
5867,闊腹仔,19.44,3.95,0.26,118.6378
5868,高麗鰆,19.44,3.95,0.26,118.6378
5869,破腹 ,19.44,3.95,0.26,118.6378
5870,康氏馬加鰆切片(去皮),18.6645,12.5383,0,192.7929
5871,土魠,18.6645,12.5383,0,192.7929
5872,馬加,18.6645,12.5383,0,192.7929
5873,馬鮫,18.6645,12.5383,0,192.7929
5874,梭齒,18.6645,12.5383,0,192.7929
5875,頭魠,18.6645,12.5383,0,192.7929
5876,鰆,18.6645,12.5383,0,192.7929
5877,土托,18.6645,12.5383,0,192.7929
5878,康氏馬發,18.6645,12.5383,0,192.7929
5879,塗魠(澎湖),18.6645,12.5383,0,192.7929
5880,康氏馬加鰆切片(含皮),19.33,10.4,1.52,176.3471
5881,土魠,19.33,10.4,1.52,176.3471
5882,馬加,19.33,10.4,1.52,176.3471
5883,馬鮫,19.33,10.4,1.52,176.3471
5884,梭齒,19.33,10.4,1.52,176.3471
5885,頭魠,19.33,10.4,1.52,176.3471
5886,鰆,19.33,10.4,1.52,176.3471
5887,土托,19.33,10.4,1.52,176.3471
5888,康氏馬發,19.33,10.4,1.52,176.3471
5889,塗魠(澎湖),19.33,10.4,1.52,176.3471
5890,臺灣馬加鰆,20.2,10.4,0,180.062
5891,白北,20.2,10.4,0,180.062
5892,白腹仔,20.2,10.4,0,180.062
5893,鮪魚生魚片,23.3,0.1,0,100.393
5894,鯖魚(生),14.36,39.43,0.1804,416.9758
5895,鯖魚(炒),16.7,37.57,0.0845,410.1904
5896,鯖魚,16.7,37.57,0.0845,410.1904
5897,鯖魚(炸),17.16,53.43,0.0708,555.2118
5898,鯖魚(烤,16.53,37.81,0,411.6293
5899,150度,16.53,37.81,0,411.6293
5900,10分),16.53,37.81,0,411.6293
5901,鯖魚(烤,19.05,34.83,0,395.5101
5902,150度,19.05,34.83,0,395.5101
5903,20分),19.05,34.83,0,395.5101
5904,鯖魚(烤,19.86,50.02,0,535.9826
5905,150度,19.86,50.02,0,535.9826
5906,30分),19.86,50.02,0,535.9826
5907,鯖魚(烤,20.17,31.81,0,373.0521
5908,180度,20.17,31.81,0,373.0521
5909,10分),20.17,31.81,0,373.0521
5910,鯖魚(烤,19.01,43.38,0,472.4603
5911,210度,19.01,43.38,0,472.4603
5912,10分),19.01,43.38,0,472.4603
5913,鯖魚(煮),14.9,34.5,0.4381,374.813
5914,鯖魚(煎),20.01,35.94,0,403.3312
5915,鯖魚(蒸),14.64,36.5,0.7209,391.7428
5916,鯖魚(醃製),14.9,24,1.3,280.8
5917,鹹鯖魚,14.9,24,1.3,280.8
5918,旗魚切片,25.972,0,0.8241,110.9004
5919,翹翅仔,25.972,0,0.8241,110.9004
5920,白肉旗魚,25.972,0,0.8241,110.9004
5921,闊胸仔,25.972,0,0.8241,110.9004
5922,立翅旗魚,25.972,0,0.8241,110.9004
5923,白皮丁挽,25.972,0,0.8241,110.9004
5924,白皮旗魚,25.972,0,0.8241,110.9004
5925,旗魚腹肉,22.197,1.0971,0,104.677
5926,翹翅仔,22.197,1.0971,0,104.677
5927,白肉旗魚,22.197,1.0971,0,104.677
5928,闊胸仔,22.197,1.0971,0,104.677
5929,立翅旗魚,22.197,1.0971,0,104.677
5930,白皮丁挽,22.197,1.0971,0,104.677
5931,白皮旗魚,22.197,1.0971,0,104.677
5932,刺鯧(去皮),18.837,1.565,0.102,94.5503
5933,肉魚,18.837,1.565,0.102,94.5503
5934,肉鯽仔,18.837,1.565,0.102,94.5503
5935,土肉,18.837,1.565,0.102,94.5503
5936,肉鯽,18.837,1.565,0.102,94.5503
5937,瓜仔鯧,18.837,1.565,0.102,94.5503
5938,刺鯧,18.837,1.565,0.102,94.5503
5939,刺鯧(含皮),17.779,8.715,0,154.5256
5940,肉魚,17.779,8.715,0,154.5256
5941,肉鯽仔,17.779,8.715,0,154.5256
5942,土肉,17.779,8.715,0,154.5256
5943,肉鯽,17.779,8.715,0,154.5256
5944,瓜仔鯧,17.779,8.715,0,154.5256
5945,刺鯧,17.779,8.715,0,154.5256
5946,星斑真鯧,15.55,16.322,0,213.6229
5947,"(市售稱""花鯧"")",15.55,16.322,0,213.6229
5948,銀鯧平均值(去皮),17.7126,4.363,0.1991,114.9871
5949,白(正/暗)鯧,17.7126,4.363,0.1991,114.9871
5950,白鯧魚,17.7126,4.363,0.1991,114.9871
5951,鯧仔魚,17.7126,4.363,0.1991,114.9871
5952,黑鰭,17.7126,4.363,0.1991,114.9871
5953,車片魚,17.7126,4.363,0.1991,114.9871
5954,銀鯧(2月),17.862,5.136,0,122.5975
5955,白鯧,17.862,5.136,0,122.5975
5956,正鯧,17.862,5.136,0,122.5975
5957,銀鯧,17.862,5.136,0,122.5975
5958,支子,17.862,5.136,0,122.5975
5959,銀鯧(3月),17.554,4.957,0.7332,119.6677
5960,白鯧,17.554,4.957,0.7332,119.6677
5961,正鯧,17.554,4.957,0.7332,119.6677
5962,銀鯧,17.554,4.957,0.7332,119.6677
5963,支子,17.554,4.957,0.7332,119.6677
5964,銀鯧(5月),16.375,3.908,0,105.1714
5965,白鯧,16.375,3.908,0,105.1714
5966,正鯧,16.375,3.908,0,105.1714
5967,銀鯧,16.375,3.908,0,105.1714
5968,支子,16.375,3.908,0,105.1714
5969,銀鯧(8月),17.692,2.864,1.558,101.3781
5970,白鯧,17.692,2.864,1.558,101.3781
5971,正鯧,17.692,2.864,1.558,101.3781
5972,銀鯧,17.692,2.864,1.558,101.3781
5973,支子,17.692,2.864,1.558,101.3781
5974,銀鯧(12月),19.08,4.95,0.1866,126.1206
5975,白鯧,19.08,4.95,0.1866,126.1206
5976,正鯧,19.08,4.95,0.1866,126.1206
5977,銀鯧,19.08,4.95,0.1866,126.1206
5978,支子,19.08,4.95,0.1866,126.1206
5979,銀鯧(含皮),16.8,6.7,0.2,132.17
5980,白鯧,16.8,6.7,0.2,132.17
5981,正鯧,16.8,6.7,0.2,132.17
5982,銀鯧,16.8,6.7,0.2,132.17
5983,支子,16.8,6.7,0.2,132.17
5984,斑鱧,18.3,4.5,0,118.731
5985,鮕鮘,18.3,4.5,0,118.731
5986,雷魚,18.3,4.5,0,118.731
5987,南鱧,18.3,4.5,0,118.731
5988,臺灣雷魚,18.3,4.5,0,118.731
5989,臺灣魚虎,18.3,4.5,0,118.731
5990,大口鰜切片(含皮),14.7,11.5,0,166.499
5991,咬龍狗,14.7,11.5,0,166.499
5992,左口,14.7,11.5,0,166.499
5993,扁魚,14.7,11.5,0,166.499
5994,皇帝魚,14.7,11.5,0,166.499
5995,比目魚,14.7,11.5,0,166.499
5996,咬網狗/肉瞇仔(澎湖),14.7,11.5,0,166.499
5997,鰈魚切片,13.203,14.8469,0.767,190.2958
5998,大比目魚(扁鱈),13.203,14.8469,0.767,190.2958
5999,雙線鬚鰨,19.9,0.8,0.3,92.189
6000,牛舌,19.9,0.8,0.3,92.189
6001,龍舌,19.9,0.8,0.3,92.189
6002,扁魚,19.9,0.8,0.3,92.189
6003,皇帝魚,19.9,0.8,0.3,92.189
6004,比目魚,19.9,0.8,0.3,92.189
6005,單角革單棘魨(去皮),17.158,0.5974,0,78.6532
6006,白達仔,17.158,0.5974,0,78.6532
6007,一角剝,17.158,0.5974,0,78.6532
6008,薄葉剝,17.158,0.5974,0,78.6532
6009,光復魚,17.158,0.5974,0,78.6532
6010,剝皮魚,17.158,0.5974,0,78.6532
6011,狄仔魚(興達),17.158,0.5974,0,78.6532
6012,掃帚,17.158,0.5974,0,78.6532
6013,單角革單棘魨(含皮),17.9,0,0,76.433
6014,白達仔,17.9,0,0,76.433
6015,一角剝,17.9,0,0,76.433
6016,薄葉剝,17.9,0,0,76.433
6017,光復魚,17.9,0,0,76.433
6018,剝皮魚,17.9,0,0,76.433
6019,狄仔魚(興達),17.9,0,0,76.433
6020,掃帚,17.9,0,0,76.433
6021,克氏兔頭魨,17.8,0.1,0,76.908
6022,鯖河魨,17.8,0.1,0,76.908
6023,煙仔規,17.8,0.1,0,76.908
6024,黃魚規,17.8,0.1,0,76.908
6025,烏魚規,17.8,0.1,0,76.908
6026,青皮魚規,17.8,0.1,0,76.908
6027,金紙規,17.8,0.1,0,76.908
6028,規仔,17.8,0.1,0,76.908
6029,金規(澎湖),17.8,0.1,0,76.908
6030,翻車魨腹肉,10.208,0.4286,0.692,47.4541
6031,翻車魚,10.208,0.4286,0.692,47.4541
6032,蜇魴,10.208,0.4286,0.692,47.4541
6033,蜇魚,10.208,0.4286,0.692,47.4541
6034,海蟲(澎湖),10.208,0.4286,0.692,47.4541
6035,曼波(成功) ,10.208,0.4286,0.692,47.4541
6036,犬牙南極魚切片,12.1075,25.513,0,281.8263
6037,南極鱈,12.1075,25.513,0,281.8263
6038,美露鱈,12.1075,25.513,0,281.8263
6039,黑狗鱈,12.1075,25.513,0,281.8263
6040,智利海鱸(圓鱈),12.1075,25.513,0,281.8263
6041,低眼無齒芒魚片(芒加魚邊),14.171,1.6755,0,75.6232
6042,秋刀魚,18.8,25.9,0,313.894
6043,竹刀魚,18.8,25.9,0,313.894
6044,山瑪魚,18.8,25.9,0,313.894
6045,翻車魨魚皮,13.724,0.0553,0,59.1003
6046,翻車魚,13.724,0.0553,0,59.1003
6047,蜇魴,13.724,0.0553,0,59.1003
6048,蜇魚,13.724,0.0553,0,59.1003
6049,海蟲(澎湖),13.724,0.0553,0,59.1003
6050,曼波(成功) ,13.724,0.0553,0,59.1003
6051,鯛魚下巴,16.052,19.5696,0,245.0598
6052,鯛魚喉,16.052,19.5696,0,245.0598
6053,鯊魚皮,13.467,0.0809,0,58.2338
6054,油魚卵(加工),46.627,27.3048,0,445.3866
6055,油魚子,46.627,27.3048,0,445.3866
6056,圓鱈魚卵(加工),11.221,4.389,0,84.3522
6057,鮸魚卵(加工),21.856,10.063,3.6045,184.0934
6058,鯔魚卵,26.318,15.93,3.1944,256.0665
6059,烏魚卵,26.318,15.93,3.1944,256.0665
6060,鯔魚卵(加工),36.581,8.4625,18.6962,232.5326
6061,烏魚卵,36.581,8.4625,18.6962,232.5326
6062,烏魚子,36.581,8.4625,18.6962,232.5326
6063,鰆魚卵,23.496,10.2198,0.245,192.5105
6064,土魠魚卵,23.496,10.2198,0.245,192.5105
6065,鰹魚卵,21.493,10.19,0.6398,183.6889
6066,鮟鱇魚肝,13.617,8.6122,1.9139,135.8266
6067,旗魚肚,22.491,0.38,2.894,99.4642
6068,鮪魚肚,23.352,0.6735,0,105.788
6069,鯊魚翅,43.5,0,0,185.745
6070,魚翅,43.5,0,0,185.745
6071,魚翅唇,9.933,0.5601,0,47.466
6072,鯔魚精囊,17.274,1.67,0,88.8234
6073,鯔(烏)魚鰾(膘),17.274,1.67,0,88.8234
6074,圓鱈魚鰓肉,14.503,2.4534,3.9245,84.0575
6075,小魚干,69.2,4.4,0,335.172
6076,扁魚干,66.2917,7.8946,1.0648,354.2749
6077,香魚片,36.101,0.7178,39.0652,307.125
6078,柴魚片,76.5,6.2,2.6,382.579
6079,羅氏沼蝦,20.3,0.15,0.2115,88.034
6080,泰國蝦,20.3,0.15,0.2115,88.034
6081,泰國長臂大蝦,20.3,0.15,0.2115,88.034
6082,淡水長臂大蝦,20.3,0.15,0.2115,88.034
6083,北方長額蝦(加工),19.94,4.0839,2.662,121.9806
6084,北極蝦,19.94,4.0839,2.662,121.9806
6085,北極甜蝦,19.94,4.0839,2.662,121.9806
6086,冷水蝦,19.94,4.0839,2.662,121.9806
6087,東方異腕蝦,17.72,0.31,0,78.4606
6088,米諾蝦,17.72,0.31,0,78.4606
6089,鐵甲蝦,17.72,0.31,0,78.4606
6090,蝦母,17.72,0.31,0,78.4606
6091,大頭蝦,17.72,0.31,0,78.4606
6092,胭脂蝦,13.832,6.1333,0.7144,114.385
6093,"文蝦(""葉狀擬鬚蝦或雄壯鬚蝦"")",13.832,6.1333,0.7144,114.385
6094,日本玻璃蝦,16.248,1.4615,1.9755,82.5617
6095,水晶蝦,16.248,1.4615,1.9755,82.5617
6096,白丁,16.248,1.4615,1.9755,82.5617
6097,相模後海螯蝦,17.94,0.28,0,79.1294
6098,相模角蝦,17.94,0.28,0,79.1294
6099,小龍蝦,17.94,0.28,0,79.1294
6100,鐵甲蝦,17.94,0.28,0,79.1294
6101,角蝦,17.94,0.28,0,79.1294
6102,蝦猴,17.94,0.28,0,79.1294
6103,中國對蝦,19.3,0.2,1,84.215
6104,對蝦;明蝦;大蝦;黃蝦;青蝦;大正蝦,19.3,0.2,1,84.215
6105,日本對蝦平均值,21.2825,0.6559,0.3962,96.7925
6106,斑節蝦,21.2825,0.6559,0.3962,96.7925
6107,雷公蝦,21.2825,0.6559,0.3962,96.7925
6108,明蝦,21.2825,0.6559,0.3962,96.7925
6109,九節蝦,21.2825,0.6559,0.3962,96.7925
6110,日本對蝦(大),21.632,0.5438,0,97.2737
6111,斑節蝦,21.632,0.5438,0,97.2737
6112,雷公蝦,21.632,0.5438,0,97.2737
6113,明蝦,21.632,0.5438,0,97.2737
6114,九節蝦,21.632,0.5438,0,97.2737
6115,日本對蝦(小),20.933,0.768,1.8173,96.3113
6116,斑節蝦,20.933,0.768,1.8173,96.3113
6117,雷公蝦,20.933,0.768,1.8173,96.3113
6118,明蝦,20.933,0.768,1.8173,96.3113
6119,九節蝦,20.933,0.768,1.8173,96.3113
6120,白對蝦平均值,21.8575,1.0387,0,102.7001
6121,南美白蝦,21.8575,1.0387,0,102.7001
6122,美洲白蝦,21.8575,1.0387,0,102.7001
6123,南美白對蝦,21.8575,1.0387,0,102.7001
6124,白蝦,21.8575,1.0387,0,102.7001
6125,白對蝦(大),22.325,1.5421,0,109.2375
6126,南美白蝦,22.325,1.5421,0,109.2375
6127,美洲白蝦,22.325,1.5421,0,109.2375
6128,南美白對蝦,22.325,1.5421,0,109.2375
6129,白蝦,22.325,1.5421,0,109.2375
6130,白對蝦(小),21.39,0.5352,0,96.1628
6131,南美白蝦,21.39,0.5352,0,96.1628
6132,美洲白蝦,21.39,0.5352,0,96.1628
6133,南美白對蝦,21.39,0.5352,0,96.1628
6134,白蝦,21.39,0.5352,0,96.1628
6135,哈氏彷對蝦,18.724,0.22,0.566,81.9359
6136,長角仿對蝦,18.724,0.22,0.566,81.9359
6137,劍蝦,18.724,0.22,0.566,81.9359
6138,紅(正)劍,18.724,0.22,0.566,81.9359
6139,硬槍蝦,18.724,0.22,0.566,81.9359
6140,草對蝦,22,0.7,1,100.254
6141,草蝦;烏斑節仔,22,0.7,1,100.254
6142,藍對蝦,20.924,0.6495,0,95.204
6143,藍蝦,20.924,0.6495,0,95.204
6144,鮮蝦,20.924,0.6495,0,95.204
6145,蝦子,20.924,0.6495,0,95.204
6146,鬚赤蝦,20.7,0.41,0.58,92.0872
6147,鬚赤對蝦,20.7,0.41,0.58,92.0872
6148,厚殼蝦(仔),20.7,0.41,0.58,92.0872
6149,火燒蝦,20.7,0.41,0.58,92.0872
6150,狗蝦,20.7,0.41,0.58,92.0872
6151,大厚殼,20.7,0.41,0.58,92.0872
6152,大管鞭蝦,19.81,0.34,0.62,87.6555
6153,憂鬱管鞭蝦,19.81,0.34,0.62,87.6555
6154,大頭紅蝦,19.81,0.34,0.62,87.6555
6155,大頭蝦,19.81,0.34,0.62,87.6555
6156,紅中蝦,19.81,0.34,0.62,87.6555
6157,蔥頭蝦,19.81,0.34,0.62,87.6555
6158,隆脊管鞭蝦,22.1,0.2,0.6,96.171
6159,大頭紅蝦,22.1,0.2,0.6,96.171
6160,大頭蝦,22.1,0.2,0.6,96.171
6161,紅蝦,22.1,0.2,0.6,96.171
6162,蔥頭蝦,22.1,0.2,0.6,96.171
6163,螳螂蝦,14.7,0.45,0,66.828
6164,蝦蛄,14.7,0.45,0,66.828
6165,蝦猴,14.7,0.45,0,66.828
6166,蝦姑仔,14.7,0.45,0,66.828
6167,攋尿蝦(常誤寫為瀨或賴),14.7,0.45,0,66.828
6168,日本龍蝦,21.5,0.1,1,92.707
6169,龍蝦;台灣龍蝦;紅腳蝦;紅殼仔;正龍蝦;紅龍蝦,21.5,0.1,1,92.707
6170,正櫻蝦(生),17.895,1.3332,0,88.4371
6171,櫻花蝦,17.895,1.3332,0,88.4371
6172,花殼仔,17.895,1.3332,0,88.4371
6173,櫻桃蝦,17.895,1.3332,0,88.4371
6174,玫瑰蝦,17.895,1.3332,0,88.4371
6175,火焰蝦 ,17.895,1.3332,0,88.4371
6176,正櫻蝦(熟),19.642,1.4217,0,96.6951
6177,櫻花蝦,19.642,1.4217,0,96.6951
6178,花殼仔,19.642,1.4217,0,96.6951
6179,櫻桃蝦,19.642,1.4217,0,96.6951
6180,玫瑰蝦,19.642,1.4217,0,96.6951
6181,火焰蝦 ,19.642,1.4217,0,96.6951
6182,正櫻蝦(加工),52.557,3.1342,13.429,252.6889
6183,櫻花蝦,52.557,3.1342,13.429,252.6889
6184,花殼仔,52.557,3.1342,13.429,252.6889
6185,櫻桃蝦,52.557,3.1342,13.429,252.6889
6186,玫瑰蝦,52.557,3.1342,13.429,252.6889
6187,火焰蝦 ,52.557,3.1342,13.429,252.6889
6188,紅蟳,20.9,3.6,6.5,121.715
6189,青蟳(蟹)(交配後卵巢成熟雌蟹),20.9,3.6,6.5,121.715
6190,菜蟳,20.9,3.6,6.5,121.715
6191,蛙形蟹,16.59,0.11,2.76,71.8315
6192,旭蟹,16.59,0.11,2.76,71.8315
6193,蝦姑頭,16.59,0.11,2.76,71.8315
6194,候貝切,16.59,0.11,2.76,71.8315
6195,紅面猴,16.59,0.11,2.76,71.8315
6196,海臭蟲,16.59,0.11,2.76,71.8315
6197,西姑麻,16.59,0.11,2.76,71.8315
6198,大頭蝦仁,8.842,0.239,0,39.9111
6199,明蝦仁,11.879,0.108,0,51.6975
6200,紅蝦仁,9.464,0.3281,1.543,43.3707
6201,海鱸蝦仁,16.275,0.4418,1.2765,73.4793
6202,草蝦仁,9.682,0.2942,0.8956,43.9958
6203,鳳尾蝦仁,13.368,0.8174,0.3063,64.4543
6204,鬚赤蝦仁,17.103,0.7243,0,79.563
6205,火燒蝦仁,17.103,0.7243,0,79.563
6206,龍蝦卵(調味),6.716,1.806,5.1893,63.8752
6207,蟹腳肉,11.643,0.198,1.3005,51.5016
6208,蝦皮,33.6,1.3,2.7,155.198
6209,蝦米,57.1,2.2,0,263.661
6210,金鉤蝦乾,54.64,2.5969,0,256.7368
6211,海米,54.64,2.5969,0,256.7368
6212,扁米,54.64,2.5969,0,256.7368
6213,開洋,54.64,2.5969,0,256.7368
6214,竹蟶(冷凍),8.991,0.3458,1.1801,41.5107
6215,竹蛤,8.991,0.3458,1.1801,41.5107
6216,竹蚶,8.991,0.3458,1.1801,41.5107
6217,蟶仔,8.991,0.3458,1.1801,41.5107
6218,竹節蟶,8.991,0.3458,1.1801,41.5107
6219,真牡蠣平均值,9.3878,1.5737,4.2387,54.28
6220,正(大/長/鑄大)牡蠣,9.3878,1.5737,4.2387,54.28
6221,正(青)蚵,9.3878,1.5737,4.2387,54.28
6222,蚵仔,9.3878,1.5737,4.2387,54.28
6223,蚵,9.3878,1.5737,4.2387,54.28
6224,蠔,9.3878,1.5737,4.2387,54.28
6225,真牡蠣,8.9855,1.2173,1.7674,49.3481
6226,正(大/長/鑄大)牡蠣,8.9855,1.2173,1.7674,49.3481
6227,正(青)蚵,8.9855,1.2173,1.7674,49.3481
6228,蚵仔,8.9855,1.2173,1.7674,49.3481
6229,蚵,8.9855,1.2173,1.7674,49.3481
6230,蠔,8.9855,1.2173,1.7674,49.3481
6231,帶殼真牡蠣(生蠔),9.79,1.93,6.71,59.2119
6232,正(大/長/鑄大)牡蠣,9.79,1.93,6.71,59.2119
6233,正(青)蚵,9.79,1.93,6.71,59.2119
6234,蚵仔,9.79,1.93,6.71,59.2119
6235,蚵,9.79,1.93,6.71,59.2119
6236,蠔,9.79,1.93,6.71,59.2119
6237,黑齒牡蠣,9.739,1.5345,3.105,55.4267
6238,石蚵,9.739,1.5345,3.105,55.4267
6239,蝦夷海扇蛤,13.7155,1.2247,2.3343,69.612
6240,扇貝,13.7155,1.2247,2.3343,69.612
6241,立帆蛤,13.7155,1.2247,2.3343,69.612
6242,帆立貝,13.7155,1.2247,2.3343,69.612
6243,綠殼菜蛤,17.772,2.18,2.6441,95.55
6244,孔雀蛤(生鮮),17.772,2.18,2.6441,95.55
6245,淡菜(乾品),17.772,2.18,2.6441,95.55
6246,孔雀貽貝,17.772,2.18,2.6441,95.55
6247,翡翠貽貝,17.772,2.18,2.6441,95.55
6248,綠殼菜蛤干(淡菜),43.651,8.505,23.929,263.1049
6249,孔雀蛤(生鮮),43.651,8.505,23.929,263.1049
6250,淡菜(乾品),43.651,8.505,23.929,263.1049
6251,孔雀貽貝,43.651,8.505,23.929,263.1049
6252,翡翠貽貝,43.651,8.505,23.929,263.1049
6253,西施舌,8.915,1.64,5.365,52.8599
6254,紫貝,8.915,1.64,5.365,52.8599
6255,西肚舌,8.915,1.64,5.365,52.8599
